web-scraper-order,web-scraper-start-url,category-link-0,category-link-0-href,category-link-1,category-link-1-href,pagination-selector,data3,data9,data10,data12,data13,data14,data15,name
1756098201-1,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹31,000","1,131 Reviews",33% off,"₹59,999","₹39,999",8 GB RAM | 128 GB ROM,"14,801 Ratings","Samsung Galaxy S24 FE 5G (Graphite, 128 GB)"
1756098201-2,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹10,000",389 Reviews,25% off,"₹17,499","₹12,999",6 GB RAM | 128 GB ROM,"6,423 Ratings","Samsung Galaxy F16 5G (Bling Black, 128 GB)"
1756098201-3,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹10,850","5,079 Reviews",22% off,"₹17,999","₹13,999",6 GB RAM | 128 GB ROM,"1,00,730 Ratings","vivo T4x 5G (Pronto Purple, 128 GB)"
1756098201-4,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹5,200","3,352 Reviews",30% off,"₹9,999","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,"49,084 Ratings","MOTOROLA g05 (Forest Green, 64 GB)"
1756098201-5,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹4,800","3,625 Reviews",35% off,"₹9,999","₹6,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,"64,333 Ratings","Samsung Galaxy F05 (Twilight Blue, 64 GB)"
1756098201-6,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹10,000",389 Reviews,25% off,"₹17,499","₹12,999",6 GB RAM | 128 GB ROM,"6,423 Ratings","Samsung Galaxy F16 5G (Glam Green, 128 GB)"
1756098201-7,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹4,000",741 Reviews,31% off,"₹7,999","₹5,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,"9,756 Ratings","Ai+ Pulse (Purple, 64 GB)"
1756098201-8,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹10,000",212 Reviews,23% off,"₹16,999","₹12,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,"4,898 Ratings","vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)"
1756098201-9,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹11,600",84 Reviews,25% off,"₹19,999","₹14,999",6 GB RAM | 128 GB ROM,"1,878 Ratings","REDMI Note 14 SE 5G (Mystique White, 128 GB)"
1756098201-10,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹8,350",393 Reviews,26% off,"₹14,999","₹10,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"13,158 Ratings","vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)"
1756098201-11,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹17,200","1,621 Reviews",35% off,"₹33,999","₹21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"25,124 Ratings","Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)"
1756098201-12,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹13,600",86 Reviews,23% off,"₹22,999","₹17,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"1,181 Ratings","Samsung Galaxy F36 5G (Red, 128 GB)"
1756098201-13,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹5,750","4,443 Reviews",30% off,"₹10,999","₹7,699",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,"93,979 Ratings","POCO C75 5G (Aqua Bliss, 64 GB)"
1756098201-14,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹10,050","10,433 Reviews",20% off,"₹14,999","₹11,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"2,04,167 Ratings","Motorola g45 5G (Brilliant Green, 128 GB)"
1756098201-15,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹37,200",415 Reviews,37% off,"₹74,999","₹46,999",8 GB RAM | 128 GB ROM,"7,603 Ratings","Samsung Galaxy S24 5G (Amber Yellow, 128 GB)"
1756098201-16,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹10,000","1,041 Reviews",23% off,"₹16,999","₹12,999",6 GB RAM | 128 GB ROM,"29,471 Ratings","realme P3x 5G (Midnight Blue, 128 GB)"
1756098201-17,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹8,800",202 Reviews,28% off,"₹15,999","₹11,499",4 GB RAM | 128 GB ROM,"3,244 Ratings","Samsung Galaxy F16 5G (Glam Green, 128 GB)"
1756098201-18,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹11,000",157 Reviews,23% off,"₹18,999","₹14,499",8 GB RAM | 128 GB ROM,"2,437 Ratings","Samsung Galaxy F16 5G (Vibing Blue, 128 GB)"
1756098201-19,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹7,600",352 Reviews,28% off,"₹13,999","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"11,706 Ratings","vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)"
1756098201-20,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹13,050","4,155 Reviews",19% off,"₹20,999","₹16,999",8 GB RAM | 256 GB ROM,"78,468 Ratings","vivo T4x 5G (Pronto Purple, 256 GB)"
1756098201-21,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹7,150","1,266 Reviews",32% off,"₹13,999","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,"19,312 Ratings","Samsung Galaxy F06 5G (Lit Violet, 128 GB)"
1756098201-22,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹17,200","1,621 Reviews",35% off,"₹33,999","₹21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"25,124 Ratings","Samsung Galaxy A35 5G (Awesome Navy, 128 GB)"
1756098201-23,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹7,600",352 Reviews,28% off,"₹13,999","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"11,706 Ratings","vivo T4 Lite 5G Charger in the Box (Prism Blue, 128 GB)"
1756098201-24,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,"₹8,350",393 Reviews,26% off,"₹14,999","₹10,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"13,158 Ratings","vivo T4 Lite 5G Charger in the Box (Prism Blue, 128 GB)"
1756098201-25,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,,,,,,,,
1756098201-26,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",,,,,,,,,
1756098204-27,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=10,"₹31,000","1,131 Reviews",33% off,"₹59,999","₹39,999",8 GB RAM | 128 GB ROM,"14,801 Ratings","Samsung Galaxy S24 FE 5G (Graphite, 128 GB)"
1756098204-28,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=10,"₹10,000",389 Reviews,25% off,"₹17,499","₹12,999",6 GB RAM | 128 GB ROM,"6,423 Ratings","Samsung Galaxy F16 5G (Bling Black, 128 GB)"
1756098204-29,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=10,,565 Reviews,59% off,"₹1,899",₹767,100 MB RAM | 100 MB ROM | Expandable Upto 100 MB,"8,983 Ratings",Samsung SM-B310EZDDINS
1756098204-30,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=10,,1 Reviews,20% off,"₹12,999","₹10,330",6 GB RAM | 128 GB ROM,57 Ratings,"REDMI A4 (Starry Black, 128 GB)"
1756098204-31,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=10,"₹10,000",389 Reviews,25% off,"₹17,499","₹12,999",6 GB RAM | 128 GB ROM,"6,423 Ratings","Samsung Galaxy F16 5G (Glam Green, 128 GB)"
1756098204-32,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=10,"₹11,600",84 Reviews,25% off,"₹19,999","₹14,999",6 GB RAM | 128 GB ROM,"1,878 Ratings","REDMI Note 14 SE 5G (Mystique White, 128 GB)"
